lead_id,priority_tier,supplier_fit,lead_score,company_name,category,sub_category,area,contact_approach,phone,whatsapp,email,website,hardware_need,buying_trigger,expansion_signal,verification_status,address,source_type,source_url,size_hint,notes
L0081,A,SME - direct,82,KP Sanghvi & Sons LLP,Diamond & Bourse,Diamond & jewellery manufacturer,Tadwadi / Ichhapore,Owner/Partner or IT/Security head,,,,https://kpsanghvi.com/,Diamond-planning + jewellery CAD workstations; managed networking; CCTV + access control; servers + NAS; AMC,Dedicated women-empowerment cutting unit; multi-country,Third-generation conglomerate; diamonds + jewellery + infra,Existence-verified (contact pending),"Near Unia Mata Mandir, Tadwadi, Surat 395001; also Ichhapore unit",Company site + search snippet,https://kpsanghvi.com/about-us/,Founded 1965; ops India/USA/UAE/Botswana/Belgium/HK; women-focused Surat unit 100+,"Multiple Surat sites (Tadwadi, A.K. Road, Ichhapore)"
L0082,A,SME - direct,82,Sheetal Manufacturing Company Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,A.K. Road,Owner/Partner or IT/Security head,,,,https://www.sheetal.co/,Diamond-planning workstations; managed networking; CCTV + access control; servers + NAS; AMC,Technologically advanced Surat setups; De Beers sightholder,Global multi-office expansion,Existence-verified (contact pending),"Office 701, Plot 13, A-Wing, Sheetal Avenue, Nr Bhavani Circle, A.K. Road, Surat 395008",JustDial + search snippet,https://www.justdial.com/Surat/Sheetal-Manufacturing-Company-Near-Bhavani-Circle-A-K-Road/0261PX261-X261-140731163342-G5U6_BZDET,Est. 1985; global presence Antwerp/Dubai/Mumbai/Surat/HK/NY,Sheetal Group; among most tech-advanced setups in Surat
L0083,A,Skip - very large,82,Delhi Public School (DPS) Surat,Education,School (CBSE),Dumas Road / Vesu / Tapi (multi-campus),Principal / Admin / IT Coordinator,0261-2204500,,principal@dpstapi.net,dpssurat.net,computer-lab desktops (bulk); smart-class panels/projectors; campus networking + Wi-Fi; CCTV; AMC,Multiple campuses; digital-classroom rollouts,Multi-campus growth,Contact found,"Near Airport, Surat-Dumas Road, Post Gavier, Surat-394550",Official site,https://www.dpssurat.net/,Very large CBSE school (multi-campus),Large CBSE; computer labs + smart classes across campuses
L0084,A,Skip - very large,82,P. P. Savani University,Education,University (Private),"Kosamba, Dhamdod (South Gujarat)",Director / Registrar / IT Head,+91-9909962111,https://wa.me/919909962111,info@ppsuni.ac.in,ppsu.ac.in,computer-lab desktops (bulk); lab servers/storage; campus networking + Wi-Fi; CCTV; smart-class panels; AMC,Growing private university adding programs/seats,Campus & program expansion,Contact found,"NH48, GETCO, Dhamdod, Kosamba, Surat-394125",Govt directory + official site,https://surat.nic.in/public-utility/p-p-savani-university/,Large private multi-faculty university,Engineering+management+polytechnic under one campus = bulk lab demand
L0085,A,Skip - very large,82,Sarvajanik College of Engineering & Technology (SCET),Education,Engineering College,Athwalines,Principal / IT Head,0261-2240146,,,scet.ac.in,computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC,Established engineering college; NBA/NAAC lab upgrades,Constituent institute expansion,Existence-verified (contact pending),"Dr. R.K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat-395001",Official site,https://scet.ac.in/,Large engineering college (est. 1995),Multiple engineering branches; large computer labs
L0086,A,SME - direct,82,The Surat Mercantile Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Lal Darwaja,Branch Manager,0261 2532933,,,https://www.sumcobank.com/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network & ATM/CDM security upgrades,Multiple branches across Surat,Contact found,"""Utkarsh"" 7/359-360, Modi Compound, Lal Darwaja Main Road, Surat-395003",Company site,https://www.sumcobank.com/branch/,Multi-branch UCB with ATM network,"Branches incl Katargam, Khatodra, Bamroli"
L0087,A,SME - direct,82,The Surat People's Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Nanpura,Branch Manager,0261-2464623,,customercare@spcbl.in,https://www.spcbl.in/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network; data-security & ATM upgrades,Branch network expansion,Contact found,"Vasudhara Bhavan, Timaliawad, Nanpura, Surat-395001",Company site,https://www.spcbl.in/branch/,"Multi-branch UCB, ATM/CDM/safe-deposit",Toll-free 1800 233 7722; IFSC SPCB0251008
L0088,A,Skip - large enterprise,82,Gujarat State Energy Generation Ltd (GSEG) Hazira,GIDC Manufacturing,Power / Process Plant,Hazira,IT Manager / Plant Head / Purchase,,,,https://gseg.in/,ERP servers + storage; plant desktops; industrial/rugged PCs; large-area CCTV; networking + Wi-Fi; biometric access; AMC,"Power generation; JV of GSPC, GAIL, KRIBHCO",Combined cycle power plant; multi-PSU JV,Existence-verified (contact pending),"Hazira, Surat, Gujarat",Wikipedia,"https://en.wikipedia.org/wiki/GSEG_Combined_Cycle_Power_plant,_Hazira",Large (gas-based combined cycle power plant),Gas-based combined cycle power; GSPC/GAIL/KRIBHCO JV
L0089,A,Skip - govt/tender,82,ArcelorMittal Nippon Steel India (AM/NS) - Hazira,Government & PSU,Large Industrial (public-facing),"Hazira, Surat",IT/OT Procurement / Materials (vendor registration),,,,https://www.amns.in/,plant CCTV + access control; bulk office desktops; data-center servers/storage; networking + Wi-Fi; AMC,"Major expansion (9 to 15 mtpa, ~US$7.4 bn) underway to 2026",New blast furnaces + facility build-out,Existence-verified (contact pending),"AMNS House, AMNS Township, 27th KM Surat-Hazira Road, Hazira, Surat-394270",Official company site,https://www.amns.in/,Very large steel plant (9-15 mtpa),Formerly Essar Steel; large recurring hardware + surveillance spend; expansion to complete 2H-2026
L0090,A,Skip - govt/tender,82,Dakshin Gujarat Vij Company Ltd (DGVCL),Government & PSU,PSU / Power Distribution,"Kapodara, Surat",IT Dept / Materials & Purchase (GeM/e-tender),(0261) 2804209,,cs.dgvcl@gebmail.com,https://dgvcl.com/,bulk office desktops; CCTV at offices/substations; servers/storage (billing); networking + Wi-Fi; AMC (GeM/tender),Billing/IT digitization; substation surveillance; smart-metering IT,Office + substation network expansion,Contact found,"Urja Sadan, Nana Varachha Road, Kapodara, Surat-395006",Official site,https://dgvcl.com/contact.php,Very large discom (South Gujarat); many sub-offices,GUVNL subsidiary; HQ at Urja Sadan Surat; many circle offices across South Gujarat
L0091,A,Skip - govt/tender,82,GAIL (India) Ltd - Hazira Compressor Station,Government & PSU,PSU / Oil & Gas,"Hazira, Surat",O&M / IT cell / Materials (GeM/e-procurement),261-2840034,,RD00441@gail.co.in,https://www.gailonline.com/,plant CCTV + access control; bulk desktops; servers/storage; networking + Wi-Fi; AMC (GeM),OT/IT security; pipeline SCADA + surveillance modernization,Network/station expansion in Hazira belt,Contact found,"Ichchhapur Magdalla Road, Hazira Compressor Station, Hazira, Surat-394270",Official PSU site,https://www.gailonline.com/Hazira.html,Large compressor station / pipeline base,"Maharatna PSU; named officers R Damodharan, T S Baghel (ts.baghel@gail.co.in)"
L0092,A,Skip - very large,82,Shalby Multi-Speciality Hospital,Healthcare,Multispecialty hospital,Adajan,Hospital Administrator / IT Manager (often central procurement),,,,https://www.shalby.org/hospitals/surat-shalby/,HIS/EMR servers + storage; PACS workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC,National chain standardization; oncology/robotic services need imaging compute,Listed-company chain (Shalby Ltd); ongoing expansion,Existence-verified (contact pending),"Nr Navyug College, Rander Road, Adajan, Surat 395009",Hospital website,https://www.shalby.org/hospitals/surat-shalby/,243 beds; tertiary care; national chain,Large chain; procurement may be centralized; high spend
L0093,A,Skip - very large,82,Tristar Hospital,Healthcare,Multispecialty hospital,Nanpura / Athwa Gate,Hospital Administrator / IT Manager / Purchase,02612200000,,,https://tristarhospitals.com/,HIS/EMR servers + storage; PACS workstations; billing/reception desktops; networking + Wi-Fi; CCTV; UPS; AMC,Large bed count + multi-specialty = HIS scale-up and CCTV coverage,250+ bed facility; established multispecialty,Contact found,"Nanpura New Rd, opp T & TV High School, Athwa Gate, Surat 395001",Hospital website,https://tristarhospitals.com/,250+ beds,Large bed base; strong networking/CCTV recurring need
L0094,A,Skip - very large,82,Surat Marriott Hotel,Hospitality & Real Estate,Hotel (5-star),Athwa / City Light,GM / IT Manager,,,,https://www.marriott.com/en-us/hotels/stvmc-surat-marriott-hotel/overview/,PMS server; front-desk/back-office PCs; guest Wi-Fi + networking; CCTV; IPTV; AMC,Established premium chain property; ongoing refresh cycles,Marriott expanding in Tier-2 Surat,Existence-verified (contact pending),"City Light Road, Surat",Hotel official site,https://www.marriott.com/en-us/hotels/stvmc-surat-marriott-hotel/overview/,"Large 5-star, full-service",Branded 5-star; high IT standardization and recurring AMC potential
L0095,A,Skip - very large,82,VR Surat (Mall),Hospitality & Real Estate,Shopping mall / Multiplex,New Magdalla / Dumas Road,Admin / Mall IT Manager,,,,https://www.virtuous.in/,Mall management PCs/servers; visitor Wi-Fi + networking; large-scale CCTV/access control; AMC,Largest mall in Surat with arcade/bowling,High footfall surveillance,Existence-verified (contact pending),"Dumas Road, New Magdalla, Surat 395007",Map directory,https://www.mappls.com/place-vr+mall+dumas+road-new+magdalla-surat-gujarat-395007+surat-4FAC3B,"Very large mall (615,000 sq ft), 100+ brands, multiplex","615k sq ft, multiplex + arcade; major CCTV/networking estate"
L0096,A,Skip - very large,82,Narola Infotech Solutions LLP,IT & Software,Software development / IT outsourcing,"Adajan, Surat",Founder/Director (Ashish Narola) or IT/Admin Head,+91 261 291 5551,,ashishnarola@gmail.com,https://www.narolainfotech.com/,Developer workstations at scale; rack server + NAS for builds/source; firewall + managed switches + Wi-Fi for large floor; office CCTV/access control; AMC,"Established 2005, serves Fortune 500 and 50+ countries; sustained large delivery team",Long-standing scale-up; multi-floor Adajan office implies periodic hardware refresh,Contact found,"Office No. 105, 1st Floor, Regent Square, B/S Sarvoday Complex, Nr. Karan Park, Adajan, Surat 395009",JustDial listing + company site,https://www.justdial.com/Surat/Narola-Infotech-Pvt-Ltd-Above-D-Mart-Near-Karan-Park-Adajan-Dn/0261PX261-X261-120522163813-J8Y5_BZDET,"Large (200+ est.; 3000+ projects, 50+ countries)",One of Surat's largest IT firms; strong fit for bulk workstations + infra + AMC
L0097,A,Skip - national chain,82,BlueStone - Ghod Dhod Road,Jewellery,Branded retailer/showroom,Ghod Dod Road,Store/Admin manager,8655352036,https://wa.me/918655352036,,https://www.bluestone.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; AMC,"Multiple Surat stores (Ghod Dod, LP Savani)",Multi-store Surat expansion,Contact found,"1st & 2nd Floor, Cygnus House, Amarkunj corner, Nr Jade Blue, Ghod Dhod Road, Surat",company_website,https://www.bluestone.com/stores/ghod-dhod-road-surat-reslnk-TWpRMA==/catalog.html,Large (omnichannel brand showroom),
L0098,A,Skip - very large,82,D Khushalbhai Jewellers,Jewellery,Large retailer/showroom,Athwa (Parle Point),Owner/Director (Deepak Chokshi),,,,https://dkhushalbhai.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,Established Surat showroom; buyback/exchange programs,Established multi-decade retailer,Existence-verified (contact pending),"Bus Stop Near Ambika Niketan Road, Parle Point, Meghdoot Society, Athwalines, Athwa, Surat 395007",directory,https://www.sulekha.com/d-khushalbhai-jewellers-athwa-surat-contact-address,"Large (10,000+ designs, established retailer)",Contact person Deepak Chokshi
L0099,A,Skip - national chain,82,Tribhovandas Bhimji Zaveri (TBZ) - Athwalines,Jewellery,Branded retailer/showroom,Athwalines,Store/Admin manager,,,,https://www.tbztheoriginal.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,37 showrooms in 23 cities; national expansion,Established multi-state chain,Existence-verified (contact pending),"SNS House, Athwalines, Surat 395001 (Near Lal Bunglow, Opp. Cable Bridge)",company_website,https://www.tbztheoriginal.com/locations,Large (national heritage brand),Heritage brand since 1864
L0100,A,Skip - very large,82,Zaveri & Co. (Rajkotwala),Jewellery,Large retailer/showroom chain,Surat,Owner/Director or Admin manager,,,,https://zaveriandco.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,Fast-growing chain across Gujarat; Surat + Ahmedabad,Expanding retail chain,Existence-verified (contact pending),"Surat, Gujarat (also Ahmedabad)",company_website,https://zaveriandco.com/about-us/,"Large (established, fast-growing Gujarat retail chain)",Heritage 50+ years
L0101,A,SME - direct,82,Leranath Diamond,Lab-Grown Diamond,CVD & HPHT diamond manufacturer / exporter,Katargam,Owner/Director or Factory Manager,+91 90167 68648,https://wa.me/919016768648,Leranath.diamonds@gmail.com,https://leranathdiamonds.com/,GPU workstations for planning/grading; reactor-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,"ISO 9001 certified, solar-powered factory, exports globally; CVD + HPHT",Solar-powered ISO-certified factory; separate manufacturing unit at Jagdish Estate,Contact found,Office 102 INSPIRE The Jewel House Beside KAPU Gems Near Kiran Hospital Vasta Devdi Rd Katargam Surat 395004,Company website,https://leranathdiamonds.com/contact-us/,"Medium-large - est 2014, ISO 9001, solar-powered factory",Factory address Jagdish Estate Lal Building near SMC Community Hall 395004
L0102,A,SME - direct,82,The Production House,Media/Video/Photo,Video production / ad films,Athwalines,Owner/Founder,+91 98201 40207,https://wa.me/919820140207,modishaivi@gmail.com,https://theproductionhouse.in/,GPU editing workstations; high-speed NAS & render storage; 10G networking; color-grading monitor; backup; AMC,Web series & YouTube shows scaling 4K content,Multi-city (Mumbai/Dubai/Surat); founded 2020; 11-50 staff,Contact found,"82, Narmad Nagar, Tennis Club, Athwalines, Surat",LinkedIn/company site,https://in.linkedin.com/company/the-production-house-surat,11-50 employees; Mumbai/Dubai/Surat,"Full-service: ads, product shoots, corporate films, web series, YouTube; strong growth signal"
L0103,A,Skip - national chain,82,Reliance Digital - Surat,Retail & Supermarket,Electronics & home-appliance retail chain,"Multiple (Vesu, Varachha, Piplod, Udhna, Adajan)",Purchase / IT,,,,https://www.reliancedigitalstores.in,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC,Multiple electronics stores operating; format upgrades,Part of Reliance Retail; high-value electronics needs strong LP-CCTV,Existence-verified (contact pending),Corner Walk VIP Rd Opp The Grand Plaza Vesu; Reliance Mega Mall Udhna; Shreeji Arcade Anand Mahal Rd Adajan,Official store locator,https://www.reliancedigitalstores.in/location/gujarat/surat,5+ large-format electronics stores,Large-format consumer electronics; demo zones need digital signage
L0104,A,Skip - national chain,82,Star Bazaar (Trent/Tata) - Surat,Retail & Supermarket,Supermarket/Hypermarket chain,Adajan / Hazira Rd,Purchase / Operations Manager,02614088840,,,https://starbazaarindia.com,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; back-office server; AMC,Tata launched 2nd Surat store,Tata enterprise expanding hypermarket format in Surat,Contact found,Imperial Square Building Ground Floor Adajan Pal Rd Hazira Rd 395009 (opp Alishan Enclave),Mall directory + asklaila,https://gujarat.mallsmarket.com/malls/imperial-square-mall-surat/stores/star-bazaar,Tata multi-format hypermarket; present in 2 Surat stores,Phone captured; Tata Group - procurement centralized but store-level needs real
L0105,A,Skip - national chain,82,Zudio (Trent/Tata) - Surat,Retail & Supermarket,Branded apparel retail chain,"Multiple (Athwa, Vesu, Trinity/LP Savani, Pandesara, Singanpor, Corner Walk)",Purchase / Operations Manager,,,,https://www.zudio.com,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC,8+ Zudio stores across Surat; rapid expansion,Fastest-growing value-fashion chain - new Surat stores frequently,Existence-verified (contact pending),G-5/G-6 LP Savani Rd 395009 (Trinity); City Light Rd Athwa; Highfield Ascot VIP Rd Vesu; KSB Olympia Mall Pandesara,Official store locator,https://www.zudio.com/apps/s/zudio/storelocators/gujarat/surat,Tata/Trent value-fashion; 8+ stores in Surat,Trent's fastest-growing format; dense Surat presence = repeat per-store fit-outs (strong lead)
L0106,A,Skip - very large,82,Surbhi Textile Mills Pvt Ltd,Textile Manufacturing,"Weaving/Embroidery (grey cloth, Schiffli)",Sachin GIDC,Owner/Director or Admin manager,,,,https://www.surbhi.com/surbhi-textile-mills,ERP/Tally servers; design & billing PCs; multi-shed CCTV; networking + Wi-Fi; biometric attendance; AMC,Vertically integrated multi-unit group; ongoing modernization,Multi-facility group (Sachin + Karanj),Existence-verified (contact pending),"Surbhi Estate, A2/6/106, GIDC Sachin, Surat 394230",Company website,https://www.surbhi.com/surbhi-textile-mills,"Large group since 1976; yarn, woven, Schiffli + multihead embroidery, knits, RMG",Swiss Schiffli + Korean/Chinese multihead machines; broad IT footprint
L0107,A,Skip - very large,82,Surat Textile Market (Ring Road),Textile Trade & Design,Textile market complex,Ring Road,Market management / shop-owners association office,,,,,complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops across shops; server/NAS; AMC,Ongoing digitization of wholesale trade; e-commerce/WhatsApp ordering push,Major established hub feeding all Ring Road textile trade,Existence-verified (contact pending),"Surat Textile Market, Ring Road, New Textile Market Area, Surat, Gujarat 395002",Market directory,https://surattextilemarkets.com/surat-textile-market/,Very large complex; hundreds of shops,Anchor wholesale hub; engage association for complex-wide infra deal
L0108,A,SME - direct,81,Surat National Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Ghod-dod Road,Branch Manager,,,,https://suratnational.bank.in/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network across Surat; security upgrades,"Branches in Navapura, Udhna, Pandesara, Bhagal",Existence-verified (contact pending),"310-A/310-B Canopus, 3rd Floor, Near Axis Bank, Ghod-dod Road, Surat-395007",Company site,https://suratnational.bank.in/branch/,Multi-branch UCB; corporate + head office,"HO at Navnidhi, Navapura"
L0109,A,Skip - very large,81,Nirmal Hospital Pvt Ltd,Healthcare,Multispecialty / tertiary care hospital,Ring Road / Sagrampura,Hospital Administrator / IT Manager / Purchase,02612333999,,corporate@nirmalhospitals.com,https://nirmalhospitals.in/,HIS/EMR servers + storage; PACS workstations (oncology imaging); billing desktops; networking + Wi-Fi; CCTV; UPS; AMC,Oncology/neuro/critical-care lines drive imaging + data infra,Established tertiary center; multi-line growth,Contact found,"No 2/1423-8-6, Near Centre Point, Ring Road, Sagrampura, Surat 395002",Hospital website,https://nirmalhospitals.in/contact/,120 beds; oncology+multi-specialty tertiary,Corporate email present; 30-line phone bank = sizable ops
L0110,A,Skip - very large,81,The Grand Bhagwati (TGB) Surat,Hospitality & Real Estate,Hotel (5-star),Dumas Road / Magdalla,GM / Owner,0261-3980111,,,https://thegrandbhagwati.com/,PMS server; front-desk/back-office PCs; guest Wi-Fi + networking; CCTV; banquet AV; AMC,Established banquet + hotel complex,Strong MICE/banquet business,Contact found,"Magdalla Circle, Near City Pulse Cinema, Dumas Road, Surat 395007",Govt tourism registry,https://gujarattourism.com/accommodation/registered-hotels/the-grand-bhagwati--surat.html,Large 5-star with banquets,Phone from Gujarat Tourism registry; banquet venue adds AV/networking needs
L0111,A,Skip - very large,81,Limelight Diamonds (Bhathwari Group),Lab-Grown Diamond,CVD diamond grower / brand,Surat,Owner/Director or IT Manager,,,,https://limelightdiamonds.com/,GPU workstations for planning/grading; reactor-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,Founded 2019; CVD diamonds produced at scale by Bhathwari Group in Surat; large retail brand,Large-scale CVD production backing a national retail brand; growth-stage,Existence-verified (contact pending),"Surat, Gujarat (Bhathwari Group manufacturing)",Company website,https://limelightdiamonds.com/about-limelight-diamonds/,"Large - large-scale CVD producer, India retail brand since 2019",Backed by Bhathwari Group Surat large-scale producer; contacts not visible on source
L0112,A,SME - direct,80,Sarjan Architects & Project Consultants,Architecture & CAD/Engineering,Architecture / Project consultancy,Nanpura,Principal Architect / Partner,9879604444,https://wa.me/919879604444,admin@sarjanarchitects.com,https://sarjanarchitects.com/,GPU workstations for govt/corporate/high-rise CAD & rendering; dual monitors; NAS/server; backup; structured networking; AMC,"60+ yrs; government buildings, corporate offices, tall commercial/residential",Long-established firm; large-project pipeline,Contact found,"51, 5th Floor, River Palace A Wing, Opp. Old Civil Court, Nanpura, Surat 395001",Company website,https://sarjanarchitects.com/,Mid-large,Project-consultancy scale; large drawing volumes
L0113,A,SME - direct,80,Sopan Infotech Pvt. Ltd.,Architecture & CAD/Engineering,CAD/CAM mechanical design & SOLIDWORKS,Athwa Gate,Director / Owner,9725554395,https://wa.me/919725554395,info@sopaninfotech.com,https://www.sopaninfotech.com/,High-end GPU workstations for SOLIDWORKS 3D CAD + ESPRIT CAM + mechanical 3D modelling; dual monitors; NAS/server; backup; networking; AMC,SOLIDWORKS Authorized Reseller & Training Centre since 2012; mechanical 2D/3D drafting services,Authorised reseller + training centre; growing CAD/CAM services,Contact found,"2D, 2nd Floor, Dr. Mansukh Lal Tower, Opp. Dhiraj Sons, B/s Vanita Vishram College, Athwagate, Surat 395002",Company website,https://www.sopaninfotech.com/reach-us,Mid,Runs design-services + training labs (many CAD seats)
L0114,A,SME - direct,80,"Kiran Motors (Maruti Suzuki Nexa, Vesu)",Automobile Dealership,Car dealer (Maruti Nexa),Vesu,Dealer Principal / Admin,,,,https://www.nexaofvesu.com/,DMS/billing desktops; showroom + workshop CCTV; networking + guest Wi-Fi; digital signage; AMC,Operates Nexa Vesu plus Ather EV outlets,Multi-brand group (Maruti + Ather + Suzuki two-wheeler),Existence-verified (contact pending),"Nexa showroom, Vesu, Surat",Brand dealer site,https://www.nexaofvesu.com/,Established Maruti dealer in Gujarat since 1986; also Ather/Suzuki,Kiran Motors Group runs Nexa of Vesu; long-established dealer
L0115,A,SME - direct,80,"Nanavati Auto (MG Motor, Piplod)",Automobile Dealership,Car dealer (MG Motor),Piplod,Dealer Principal / IT Head,918047493297,https://wa.me/918047493297,,https://dealers.mgmotor.co.in/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; AMC,Two MG outlets; EV (MG) focus,Nanavati Group brand addition; EV growth,Contact found,"Dumas Road, Piplod, Surat 395007, Opp Central Mall",Brand dealer site,https://dealers.mgmotor.co.in/mg-motor-nanavati-auto-showroom-car-dealer-piplod-surat-371954/Home,MG dealer (Nanavati Group); 2 outlets (Piplod + Pal Road),Second outlet Pal Road V4U Circle ph 918047494741
L0116,A,SME - direct,80,Nanavati Autowheels (Tata Commercial Vehicles),Automobile Dealership,Commercial vehicle dealer (Tata trucks),Kamrej,Dealer Principal / IT Head,,,,https://commercial-vehicles.fleetverse.tatamotors.com/,DMS/billing desktops; large workshop + lot CCTV; networking + Wi-Fi; digital signage; server/NAS; AMC,Trucks/tippers sales + large service yard,Nanavati Group multi-brand CV expansion,Existence-verified (contact pending),"451/B/2 NH 48, Gay Pagla Road, Dhoran Pardi, Near Fountain Hotel, Kamrej, Surat",Brand dealer site,https://commercial-vehicles.fleetverse.tatamotors.com/tata-motors-commercial-vehicle-dealer-nanavati-autowheels-truck-dealers-kamrej-surat-289248/Home,"Tata CV dealer (Nanavati Group, 25+ yrs)",Large CV yard = heavy CCTV/networking need
L0117,A,SME - direct,80,KGK Diamonds (I) Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,Varachha / Katargam,Owner/Partner or IT/Security head,,,,https://www.kgkgroup.com/,Diamond-planning workstations; multi-site managed networking; CCTV + biometric access; servers + NAS; AMC,Multi-site global group presence,Large international group,Existence-verified (contact pending),"2nd Floor, Millennium Diamond Complex, Near Harinandan Society, Varachha Road, Surat 395006; also Katargam units",JustDial + search snippet,https://www.justdial.com/jdmart/SURAT/K-G-K-Diamonds-Pvt-Ltd-Harinandan-Society-Varachha-Road/0261PX261-X261-110819174611-F3G7_BZDET/catalogue,KGK Group; multiple Surat units (Varachha + Katargam),KGK Group; several Surat addresses across Varachha & Katargam
L0118,A,Skip - very large,80,Rosy Blue India Pvt Ltd,Diamond & Bourse,Diamond manufacturer & merchant,Bhagatalao,Owner/Partner or Admin/IT head,,,compliance@rosyblue.com,https://www.rosyblue.in/,Diamond-planning workstations; managed networking; CCTV + access control; servers + NAS; AMC,Part of global Rosy Blue group; rough + finished mfg,Global multinational presence,Contact found,"101 Vijay Chambers, Near City Post Office, Chauta Pool, Bhagatalao, Surat 395003",JustDial + search snippet,https://www.justdial.com/Surat/Rosy-Blue-INDIA-Pvt-Ltd-Near-City-Post-Office-Chauta-Pool-Bhagatalao/0261P261STDS000206_BZDET,International Rosy Blue Group; large global diamond manufacturer,Surat office of global Rosy Blue group; compliance email captured
L0119,A,SME - direct,80,Star Rays,Diamond & Bourse,Solitaire diamond manufacturer,Surat,Owner/Partner or IT/Security head,,,,https://starrays.com/,Diamond-planning workstations; managed networking; CCTV + biometric access; servers + NAS; AMC,Recently consolidated all manufacturing under one new roof,New consolidated factory build,Existence-verified (contact pending),"New 45,000 sq ft factory, Surat (all manufacturing consolidated)",Company site + search snippet,https://starrays.com/Info/AboutUs,"45,000 sq ft consolidated factory; flawless solitaire specialist",High-end FL solitaire maker; recent new factory = fresh fit-out
L0120,A,Skip - very large,80,C. K. Pithawala College of Engineering & Technology (CKPCET),Education,Engineering College,"Dumas Road, Magdalla",Principal / IT Head,0261-2766246,,,ckpcet.ac.in,computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC,Engineering labs; GTU/AICTE accreditation pushes,Campus growth,Existence-verified (contact pending),"Pithawalla Educational Complex, Via Magdalla Port, Dumas Road, Surat-395007",Official site,https://ckpcet.ac.in/,Large engineering college,CSE/IT branches drive bulk desktop demand
L0121,A,Skip - very large,80,Dr. S. & S.S. Ghandhy Government Engineering College,Education,Engineering College (Govt),Majura Gate,Principal / IT Head,0261-2653139,,gec_deg_surat@yahoo.com,gecsurat.ac.in,computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC,Govt-funded lab modernization; AICTE/NBA,Govt budget-driven IT upgrades,Contact found,"Opp. RTO Office, Majura Gate, Ring Road, Surat-395001",Govt (CTE Gujarat) site,http://www.gecsu.cteguj.in/contact/,Large govt engineering college,Govt institution; tenders for bulk desktop/lab procurement
L0122,A,Skip - very large,80,Fountainhead School,Education,School (IB/IGCSE),"Kunkni, Rander-Dandi Road",Principal / Admin / IT Head,0261-3501300,,surat@fountainheadschools.org,fountainheadschools.org,computer-lab desktops (bulk); 1:1 device/labs; smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC,Premium international school; high tech integration,Campus expansion,Contact found,"Village Kunkni, Rander-Dandi Road, Surat-395005",Official site,https://www.fountainheadschools.org/connect-with-us/contact-us/,Large premium IB+IGCSE school,IB/IGCSE = heavy device + lab + AV spend
L0123,A,Skip - very large,80,Vanita Vishram Women's University,Education,University (Private/Women),Athwa Gate,Registrar / IT Head,0261-2300200,,office@vvwusurat.ac.in,vvwusurat.ac.in,computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; smart-class; AMC,New women's university scaling up programs/seats,New university build-out & growth,Contact found,"C Building, Vanita Vishram Campus, Athwa Gate, Surat-395001",Official site,https://vvwusurat.ac.in/,Large (first women's university in Gujarat),Greenfield university = strong fit-out demand
L0124,A,SME - direct,80,Marwadi Shares & Finance Limited,Finance & Professional,Stock / commodity broker,Ring Road,Branch Manager,0261-6644408,,,https://www.marwadionline.com/,multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Multiple Surat branches; trading-tech & security,WTC + Adajan offices,Contact found,"533/B World Trade Centre, Ring Road, Surat-395001",Company site,https://www.marwadionline.com/contact-us,National broker; multiple Surat offices,"Adajan office: Jay Complex, Anand Mahel Rd 0261-2730655"
